번호,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
5565,박성원치과의원,치과의원,02-936-6292,01721,"서울특별시 노원구 중계로 184 201호 (중계동, 중계종합상가)",
5566,박성준치과의원,치과의원,055-337-7225,50916,경상남도 김해시 분성로 321 (서상동),
5567,박성준치과의원,치과의원,031-663-2872,17753,경기도 평택시 탄현로 323 2층 (신장동),
5568,박성진치과의원,치과의원,051-327-2804,46929,부산광역시 사상구 백양대로 921 (모라동),
5569,박성철그리고치과의원,치과의원,032-834-7575,22002,인천광역시 연수구 신송로 153 더 마란츠타워 310호 (송도동),
5570,박성택치과의원,치과의원,02-974-2828,02031,서울특별시 중랑구 공릉로 58 (묵동),
5571,박성호치과의원,치과의원,032-831-2875,21949,인천광역시 연수구 독배로40번길 25 (옥련동),
5572,박성호치과의원,치과의원,02-2059-5928,06772,"서울특별시 서초구 양재대로11길 36 가동 309,310호 (양재동, 서울오토갤러리 금관)",
5573,박성호치과의원,치과의원,031-712-0638,13599,"경기도 성남시 분당구 돌마로 361 501호 (수내동, 동신코아빌딩)",
5574,박성희치과의원,치과의원,055-756-2879,52725,"경상남도 진주시 진주대로 888 2층 (칠암동, 아이비타워)",
5575,박세운치과의원,치과의원,051-557-0945,47815,부산광역시 동래구 충렬대로182번길 4 2층 (명륜동),
5576,박세진치과의원,치과의원,02-3288-2279,06280,"서울특별시 강남구 남부순환로 2927 5층 503호 (대치동, 대치클래시아)",
5577,박세호연합치과의원,치과의원,053-526-7528,41769,대구광역시 서구 국채보상로 151 401호 (평리동),
5578,박소현치과의원,치과의원,053-558-7842,41766,대구광역시 서구 국채보상로 193 (평리동),
5579,박수창치과의원,치과의원,054-536-1381,37197,경상북도 상주시 중앙로 170-1 2층 (남성동),
5580,박순건치과의원,치과의원,031-386-4429,13936,"경기도 안양시 동안구 관평로 317 201호 (관양동, 한림메디빌딩)",
5581,박순규치과의원,치과의원,031-658-8540,17893,경기도 평택시 중앙로 5 (통복동),
5582,박승병치과의원,치과의원,032-515-2586,21409,인천광역시 부평구 부영로 11 (부평동),
5583,박애치과의원,치과의원,055-755-7131,52722,경상남도 진주시 진주대로 954 2층 (칠암동),
5584,박애치과의원,치과의원,031-749-6393,13345,경기도 성남시 수정구 산성대로215번길 3 관서형빌딩 7층 (신흥동),
5585,박애치과의원,치과의원,062-223-0055,61470,광주광역시 동구 제봉로 207 4층 (대인동),
5586,박애치과의원,치과의원,055-963-4058,50045,경상남도 함양군 함양읍 용평중앙길 2 (함양읍),
5587,박앤류인철치과의원,치과의원,054-453-7533,39221,경상북도 구미시 구미중앙로 65 (원평동),
5588,박앤박치과의원,치과의원,063-241-2119,54864,전라북도 전주시 덕진구 안전로 195 (장동),
5589,박앤이서울치과의원,치과의원,02-980-6225,01170,"서울특별시 강북구 도봉로 193 (미아동, 평강약국)",
5590,박앤장치과의원,치과의원,055-785-2885,50655,경상남도 양산시 물금읍 새실로 42 5층 501호,
5591,박연천치과의원,치과의원,02-2693-0110,08029,서울특별시 양천구 오목로 48 (신월동),
5592,박영민치과의원,치과의원,055-243-8844,51319,"경상남도 창원시 마산회원구 삼호로 80 212동 2층 201호 (양덕동, 메트로시티2차)",
5593,박영섭치과의원,치과의원,02-865-2020,08762,서울특별시 관악구 조원로 128 (신림동),
5594,박영수치과의원,치과의원,02-2643-0889,07965,서울특별시 양천구 등촌로 30 3층 (목동),
5595,박영신치과의원,치과의원,055-312-9425,50976,"경상남도 김해시 장유로 190 2층 (부곡동, 부영빌딩)",
5596,박영일치과의원,치과의원,054-554-2833,36968,경상북도 문경시 중앙9길 1 (점촌동),
5597,박영준치과의원,치과의원,031-372-7528,18477,"경기도 화성시 동탄대로시범길 261 3층 305호 (청계동, 리더스프라자)",
5598,박영준치과의원,치과의원,558-2754,06609,서울특별시 서초구 서운로 216 GDA주니어스쿨 3층 (서초동),
5599,박영진치과의원,치과의원,054-275-4244,37762,경상북도 포항시 남구 새천년대로 408 (대잠동),
5600,박영진치과의원,치과의원,02-792-0733,04394,서울특별시 용산구 보광로 19 (보광동),
5601,박영치과의원,치과의원,042-488-2828,35225,대전광역시 서구 월평서로 6 2층 (월평동),
5602,박영환치과의원,치과의원,051-759-2875,47572,부산광역시 연제구 과정로 102 3층 (연산동),
5603,박왕봉치과의원,치과의원,051-266-3329,49520,"부산광역시 사하구 다대로 485 B동 6층 (다대동, 일영빌딩)",
5604,박용성치과의원,치과의원,031-232-2660,16579,경기도 수원시 권선구 세권로 118 3층 (세류동),
5605,박용수치과의원,치과의원,051-327-3036,46930,부산광역시 사상구 백양대로 887 (모라동),
5606,박용순치과의원,치과의원,02-585-2882,06657,"서울특별시 서초구 반포대로 93 3층 301호 (서초동, 해은빌딩)",
5607,박용호치과의원,치과의원,02-2665-3773,07616,서울특별시 강서구 방화동로 56 (방화동),
5608,박용환치과의원,치과의원,053-615-2875,42979,대구광역시 달성군 논공읍 논공로 760 (논공읍),
5609,박우경치과교정과치과의원,치과의원,051-714-2636,48243,부산광역시 수영구 수영로 667 5층 (광안동),http://erumi.net
5610,박원구치과의원,치과의원,053-474-4736,42439,대구광역시 남구 봉덕로 99 (봉덕동),
5611,박원기치과의원,치과의원,02-2642-0028,07961,서울특별시 양천구 목동중앙로 89 (목동),
5612,박원길치과의원,치과의원,062-268-6467,61051,광주광역시 북구 설죽로 376 3층 (삼각동),
5613,박원배치과의원,치과의원,02-959-8610,02787,"서울특별시 성북구 돌곶이로 75 지상3층 301호 (석관동, 용호빌딩)",
5614,박원식오케이치과의원,치과의원,031-382-2882,13937,경기도 안양시 동안구 관평로 312 3층 (관양동),
5615,박유년치과의원,치과의원,055-284-3393,51436,"경상남도 창원시 의창구 용지로 161 (용호동, 경남빌딩)",
5616,박윤규치과의원,치과의원,055-245-1500,51290,경상남도 창원시 마산회원구 회원남로 81 (회원동),
5617,박윤혁치과의원,치과의원,042-673-4114,34389,대전광역시 대덕구 중리로 82 (중리동),
5618,박윤현치과의원,치과의원,032-573-0088,22809,인천광역시 서구 원적로 99 (가좌동),
5619,박은용치과의원,치과의원,032-671-0569,14408,경기도 부천시 역곡로 488 (고강동),
5620,박은주치과의원,치과의원,02-749-6900,04401,서울특별시 용산구 한남대로21길 9 (한남동),
5621,박이훈치과의원,치과의원,051-503-2875,47866,"부산광역시 동래구 사직북로 4 5층 501호 (사직동, 삼정 자이언츠 파크)",
5622,박인성치과의원,치과의원,063-832-0044,54639,전라북도 익산시 무왕로 1106 (어양동),
5623,박인율치과의원,치과의원,055-275-5453,51317,"경상남도 창원시 마산회원구 양덕서로 47 (양덕동, 메트로스퀘어5)",
5624,박인호치과의원,치과의원,042-536-2833,34888,"대전광역시 중구 태평로 35 207,210호 (태평동, 버드내아파트2단지상가)",
5625,박일윤치과의원,치과의원,031-456-2875,16058,"경기도 의왕시 효행로 43 201호 (오전동, 오전빌딩)",
5626,박일해치과의원,치과의원,02-433-9010,02161,서울특별시 중랑구 겸재로 181 3층 (면목동),
5627,박재간치과의원,치과의원,055-294-5588,51370,경상남도 창원시 의창구 평산로219번길 47 (중동),
5628,박재관치과의원,치과의원,02-802-1323,08630,서울특별시 금천구 시흥대로 192 (시흥동),
5629,박재구치과의원,치과의원,042-541-2804,35378,"대전광역시 서구 관저중로 98 2층 206호 (관저동, 리틀파워존)",
5630,박재국연합치과의원,치과의원,042-626-5935,34572,대전광역시 동구 동서대로 1688 7층 703~708호 (성남동),
5631,박재영치과의원,치과의원,851-2875,08557,서울특별시 금천구 독산로 248 2층 (독산동),
5632,박재오치과의원,치과의원,054-461-3547,39248,경상북도 구미시 수출대로3길 111 (공단동),
5633,박재완치과의원,치과의원,054-749-0020,38154,경상북도 경주시 화랑로 114-1 2층 (동부동),
5634,박재찬치과의원,치과의원,02-766-7528,03069,서울특별시 종로구 성균관로 56 (명륜1가),
5635,박재춘치과의원,치과의원,054-854-2715,36695,경상북도 안동시 중앙로 31 (서부동),
5636,박재필치과의원,치과의원,02-713-2853,04173,서울특별시 마포구 마포대로4길 18 2층 (도화동),
5637,박재하치과의원,치과의원,02-3474-2875,06730,서울특별시 서초구 강남대로 263 2층 (서초동),
5638,박재한치과의원,치과의원,061-651-5350,59712,전라남도 여수시 여서1로 88-1 (여서동),
5639,박재홍치과의원,치과의원,055-263-9822,51527,"경상남도 창원시 성산구 연덕로184번길 48 (내동, 공단상가)",
5640,박정기치과의원,치과의원,042-485-7440,35240,"대전광역시 서구 문예로 73 4층 (둔산동, 변호사회관)",
5641,박정동치과의원,치과의원,053-257-3251,41921,대구광역시 중구 국채보상로 515 (서문로2가),
5642,박정렬치과의원,치과의원,062-952-5651,62314,광주광역시 광산구 하남대로 290 (운남동),
5643,박정배치과의원,치과의원,031-211-1223,16503,경기도 수원시 영통구 중부대로 267 (원천동),
5644,박정제치과의원,치과의원,031-282-2875,16971,경기도 용인시 기흥구 신구로54번길 9 (구갈동),
5645,박정형웰치과의원,치과의원,051-755-7528,48264,부산광역시 수영구 수영로 517 센터럴타워 10층 1001호 (광안동),
5646,박종균치과의원,치과의원,043-260-2875,28555,충청북도 청주시 서원구 사직대로 269 (사직동),
5647,박종석치과의원,치과의원,044-862-4500,30026,세종특별자치시 조치원읍 장안로 1 (),
5648,박종수치과의원,치과의원,062-222-2680,61483,광주광역시 동구 중앙로 162 (황금동),
5649,박종욱치과교정과치과의원,치과의원,02-533-2858,06644,"서울특별시 서초구 서초중앙로 125 1001호 (서초동, 로이어즈타워)",
5650,박종을치과의원,치과의원,051-254-2828,49228,부산광역시 서구 대영로 8 (서대신동2가),
5651,박종춘치과의원,치과의원,061-554-3952,59130,전라남도 완도군 고금면 고금동로 42 (고금면),
5652,박종현치과의원,치과의원,032-437-2443,22146,인천광역시 미추홀구 경원대로 836 (주안동),
5653,박종화치과의원,치과의원,033-573-9999,25920,강원도 삼척시 진주로 24 (남양동),
5654,박종환치과의원,치과의원,031-675-0005,17519,경기도 안성시 죽산면 죽주로 283 3층,
5655,박종희치과의원,치과의원,061-473-2240,58416,전라남도 영암군 영암읍 중앙로 74-1 (영암읍),
5656,박주식치과의원,치과의원,02-989-4489,01174,"서울특별시 강북구 삼양로 184 (미아동, 유유빌딩)",
5657,박주원치과의원,치과의원,051-529-7434,48037,"부산광역시 해운대구 선수촌로 102 3층 (반여동, 부원빌딩)",
5658,박준모치과의원,치과의원,054-833-2282,37362,경상북도 의성군 봉양면 도리원1길 53-1 (봉양면),
5659,박준범치과의원,치과의원,02-937-2875,01695,"서울특별시 노원구 노해로 491 (상계동, 중앙빌딩)",
5660,박준상치과의원,치과의원,042-861-8872,34050,"대전광역시 유성구 문지로 291 효성프라자 3층 5,6호 (문지동)",
5661,박준연합치과의원,치과의원,053-422-2828,42439,대구광역시 남구 봉덕로 117 3층 (봉덕동),
5662,박준치과의원,치과의원,054-275-2337,37695,경상북도 포항시 북구 새천년대로 557 (득량동),
5663,박준치과의원,치과의원,051-266-2842,49503,부산광역시 사하구 다대로 624 (다대동),
5664,박준형치과의원,치과의원,053-755-5677,41942,대구광역시 중구 공평로 13 2층 (삼덕동1가),
5665,박중호치과의원,치과의원,032-437-0918,22140,인천광역시 미추홀구 경인로 363-1 (주안동),
5666,박지우 플란트치과의원,치과의원,061-337-8828,58203,전라남도 나주시 다시면 다시로 178 1층 (미림정),
5667,박지태치과의원,치과의원,051-518-6336,46243,"부산광역시 금정구 금강로 442 2층 (구서동, 보배빌딩)",
5668,박진수치과의원,치과의원,02-900-2818,01473,서울특별시 도봉구 덕릉로 236 (창동),http://
5669,박진영치과의원,치과의원,054-242-1314,37736,경상북도 포항시 북구 서동로 88 (여천동),
5670,박진영치과의원,치과의원,032-324-4521,14579,경기도 부천시 조마루로 269 미리내마을 201호 (중동),
5671,박진영치과의원,치과의원,062-262-8828,61190,광주광역시 북구 서방로 3 2층 (중흥동),
5672,박진우치과의원,치과의원,054-244-8001,37739,경상북도 포항시 북구 중앙로 237 (죽도동),
5673,박진우치과의원,치과의원,051-645-5665,47351,부산광역시 부산진구 중앙대로 633 (범천동),
5674,박진천치과의원,치과의원,032-546-6644,21027,"인천광역시 계양구 계양산로215번길 2 2, 3층 (병방동)",
